paperid,originalaffiliation
2066628421,"School of Computer Science, China University of Geosciences, Wuhan 430074, China#TAB#"
2066635654,"Växjö University, Uppsala University#TAB#"
2066636904,"Department of Management Information Systems, Eller College of Business and Public Administration, The University of Arizona, Tucson, Arizona#TAB#"
2066636904,"School of Business, Faculty of Business and Economics, The University of Hong Kong, Pokfulam, Hong Kong#TAB#"
2066682158,"Tufts University, Mathematics, Department of Mathematics, Tufts University, Medford, 02155, MA, United States"
2066751987,"University of Maryland, College Park, MD, USA"
2066826300,Max Planck Society
2066831916,University of Bamberg
2066861030,"University of Tokyo, Tokyo, Japan"
2066864889,University of Stirling
2066967160,"Department of IT, University of Turku, Turku, Finland and Turku Centre for Computer Science (TUCS), Turku, Finland#TAB#"
2066967160,"Department of IT, University of Turku, Turku, Finland#TAB#"
2066967160,"Media Laboratory, Nokia Research Center, Tampere, Finland#TAB#"
2066985662,"Technical University of Lisbon, Lisbon, Portugal"
2066985662,"University of Algarve, Faro, Portugal"
2066993276,"Academia Sinica, Taipei, Taiwan Roc"
2066993276,"CNRS Rennes, Rennes, France"
2066993276,"Inria Rennes - Bretagne Atlantique, Rennes, France"
2066993276,"Peking University, Beijing, China"
2066993276,"PLA University of Science and Technology, Nanjing, China"
2067006857,"INRIA Sophia-Antipolis, France#TAB#"
2067006857,"Institute of Information Transmission Problems IITP, Russia#TAB#"
2067016597,"Department of Computer Science and Industrial Technology, Southeastern Louisiana University, Hammond, LA#TAB#"
2067060212,"University of Pennsylvania, The Moore School of Electrical Engineering, and The Mahoney Institute of Neurological Sciences, Philadelphia, PA 19104-6390, USA"
2067061721,"Faculty of Design, Kyushu University, Fukuoka, Japan#TAB#"
2067114099,"CEA, NeuroSpin, Gif-sur-Yvette, France"
2067114099,"INRIA Futurs, Orsay, France"
2067114099,"INSERM U562, NeuroSpin, Gif-sur-Yvette, France"
2067114099,"IRCCyN (CNRS), Nantes, France"
2067114099,"Oxford Centre for Functional Magnetic Resonance Imaging of the Brain (FMRIB), University of Oxford, John Radcliffe Hospital, Oxford, UK"
2067118997,"Harvard University, Cambridge, MA"
2067142167,Simon Fraser University#TAB#
2067150560,"Amirkabir University of Technology, Tehran, Iran"
2067204759,"Center for Evolutionary Cognitive Sciences, The University of Tokyo"
2067204759,"College of Industrial Technology, Nihon University"
2067252574,"Brigham Young University, Computer Science Department, Provo, Utah 84602"
2067264219,"Department of Computer Science, Stanford University, Stanford, CA, USA"
2067264219,"Department of Computer Science, University of Washington, Seattle, WA, USA"
2067264219,"Department of Electrical Engineering and Computer Science, University of Michigan, Ann Arbor, MI, USA"
2067277981,"Saarland University, Postfach, Saarbruecken, Germany#TAB#"
2067284330,"AASS Research Institute, University of Örebro, Örebro, Sweden 70182#TAB#"
2067284330,"Computer Science Dept., Stanford University, Stanford, USA 94305-9010#TAB#"
2067284330,"Dept. of Computer Science, University of Freiburg, Freiburg, Germany 79110#TAB#"
2067327634,"Department of Artificial Intelligence, Vrije Universiteit Amsterdam, Amsterdam, The Netherlands 1081 HV#TAB#"
2067380234,"Institute for Infocomm Research, Singapore#TAB#"
2067380234,"National University of Singapore, Singapore#TAB#"
2067389874,Yuanpei University
2067412374,"Tulane University, New Orleans, LA"
2067434129,University of Georgia
2067444592,"Käpylä Rehabilitation Centre, Finnish Association of People with Mobility Disabilities, Helsinki, Finland#TAB#"
2067444592,"Laboratory of Computational Engineering, Helsinki University of Technology, Helsinki, Finland and Robotics Research Group, Department of Engineering Science, Oxford University, Oxford, UK#TAB#"
2067444592,"Laboratory of Computational Engineering, Helsinki University of Technology, Helsinki, Finland#TAB#"
2067444592,"ORTON Orthopaedic Hospital, Invalid Foundation, Helsinki, Finland#TAB#"
2067456851,"Department of Electronic Engineering, National University of Ireland, Maynooth, Maynooth, Co. Kildare, Republic of Ireland#TAB#"
2067456851,"Faculty of Engineering and Computer Technology, Asian Institute of Medicine Science and Technology, 08000 AmanJaya, Sungai Petani, Kedah Darul Aman, Malaysia#TAB#"
2067456851,"School of Electrical and Electronic Engineering, Queen's University Belfast, Belfast BT9 5AH, N. Ireland, UK#TAB#"
2067482578,"University of Crete, Department of Computer Science, Crete, Greece and Foundation for Research and Technology-Hellas-ICS, Information Systems Lab, Institute of Computer Science, P.O. Box 1385, 711 ...#TAB#"
2067524271,Queensland University of Technology
2067542404,"Instituto Tecnológico de Tijuana, Tijuana, Mexico"
2067542404,"Trinity College Dublin, Dublin, Ireland"
2067542404,"Université Victor Segalen Bordeaux 2, Bordeaux, France"
2067562553,University of Leeds#TAB#
2067573488,"Carnegie Mellon University, Pittsburgh, PA#TAB#"
2067608147,University of Pennsylvania#TAB#
2067622664,"University of Amsterdam, Kruislaan, SJ Amsterdam, The Netherlands#TAB#"
2067633462,"Centrum Wiskunde & Informatica, Amsterdam, Netherlands"
2067633462,"Delft University of Technology, Delft, Netherlands"
2067633462,"Utrecht University, Utrecht, Netherlands"
2067659381,"Department of Information and Communication Technology, University of Agder, Grimstad, Norway 4876#TAB#"
2067659381,"School of Computer Science, Carleton University, Ottawa, Canada K1S 5B6 and University of Agder, Grimstad, Norway#TAB#"
2067670673,"Department of Molecular Neurobiology, Max Planck Institute for Medical Research, Max Planck Society"
2067706331,"Institute of Computing Science, Poznań University of Technology, ul. Piotrowo 2, 60-965 Poznań, Poland"
2067758534,Università degli studi di Foggia
2067783125,"King’s College London, Department of Informatics and Division of Engineering, London, UK"
2067788024,"Bielefeld University, Neuroinformatics Group, 33615 Bielefeld, Germany"
2067868188,"Center for Neuroscience, Department of Neurobiology, Physiology and Behavior, University of California-Davis, Davis, CA, USA"
2067918189,Bu-Ali Sina University
2067952552,"Princeton University, Princeton, NJ, USA"
2067962278,"Aeronautical Development Establishment, Bangalore"
2067977748,"Artificial Intelligence Center (University of Oviedo), Campus de Viesques s/n 33204, Spain#TAB#"
2068001706,"Graduate School of Engineering, University of Fukui"
2068011723,"Computer Vision Center & Department of Computer Sciences (UAB), Edifici O, Campus UAB, Bellaterra, Catalonia, Spain#TAB#"
2068011723,"Institut de Robòtica i Informítica Industrial (UPC-CSIC), Edifici U, Parc Tecnològic de Barcelona, Barcelona, Catalonia, Spain#TAB#"
2068011723,"Unitat de Grífics i Visió per Ordinador (UIB), Edifici Anselm Turmeda, Campus UIB, Palma de Mallorca, Spain#TAB#"
2068180338,Hong Kong Baptist University
2068206128,"Dipartimento di Psicologia, Alma Mater Studiorum, Università di Bologna, Bologna, Italy"
2068206128,"Dipartimento di Psicologia, Centro Studi e ricerche in Neuroscienze Cognitive, Polo Scientifico Didattico di Cesena, Alma Mater Studiorum, Università di Bologna, Bologna, Italy"
2068206128,"Interdepartmental Centre for Industrial Research in Health Sciences and Technologies, Alma Mater Studiorum, University of Bologna, Bologna, Italy"
2068206128,"Laboratory of Cognitive Neuroscience, Department of Life Science, Center for Neuroprosthetics, Ecole Polytechnique Fédérale de Lausanne, Lausanne, Switzerland"
2068206659,"Stanford University, Stanford, CA#TAB#"
2068264507,"University of Western Australia, and Analith Ltd#TAB#"
2068323190,King Saud University
2068323190,Mohammad Ali Jinnah University
2068331464,"Computer and Information Science Department, Cleveland State University, Cleveland, USA 44115#TAB#"
2068331464,"Department of Theoretical Computer Science and Mathematical Logic, Charles University, Praha, Czech Republic#TAB#"
2068338126,Université de Cergy-Pontoise
2068338126,Université Montesquieu Bordeaux IV
2068342701,"Columbia University, New York, NY"
2068396198,"universite Lille 1, Villeneuve d'Ascq, France"
2068396198,"universite Nice Sophia Antipolis, Nice, France"
2068398673,Cognitive Psychology
2068441181,"Cornell University, Ithaca, New York, USA"
2068447514,"Department of Bioinformatics and Biostatistics, University of Louisville, Louisville, USA"
2068447514,"Department of Biostatistics, Johns Hopkins University, Baltimore, USA"
2068463433,"Hong Kong University of Science and Technology, Hong Kong, Hong Kong"
2068463433,"Shanghai Jiao Tong University, Shanghai, China"
2068474065,"The Wistar Institute, Systems Biology Division"
2068474065,"The Wistar Institute, Systems Biology Division, Philadelphia, USA"
2068518483,RWTH Aachen University
2068532100,"institute for advanced studies in basic sciences (IASBS), physics, Gava zang  P. O. Box 45195-1159, Zanjan, Zanjan, Iran"
2068543812,"Al Khawarizmi University College, United Arab Emirates"
2068543812,"School of Computing and Mathematical Sciences, Liverpool John Moores University, Liverpool L3 3AF, United Kingdom"
2068558685,"Faculty of Applied Informatics, Tomas Bata University in Zlín, Zlín, Czech Republic#TAB#"
2068575314,"Ecole Polytechnique Fédérale de Lausanne (EPFL), Swiss Federal Institute of Technology Lausanne, Autonomous Systems Laboratory, CH-1015 Lausanne, Switzerland#TAB#"
2068602009,"The Norwegian University of Science and Technology, Trondheim, Norway#TAB#"
2068628714,"University of Southampton, Southampton, United Kingdom"
2068645132,"Polytechnic Institute of Bragança, Quinta Sta Apolónia, Apartado 1134, 5301-857 Bragança, Portugal#TAB#"
2068701837,"Laboratório Associado de Computação e Matemática Aplicada (LAC), Instituto Nacional de Pesquisas Espaciais (INPE), P. O. Box 515, 12245-970, São José dos Campos, SP, Brazil"
2068702043,"Department of Computer Science, National Chiao Tung University, Hsinchu, Taiwan#TAB#"
2068721093,"Department of Computer Science and Engineering , School of Electrical and Computer Engineering, Shiraz University , Shiraz, Iran"
2068745963,"Birkbeck College, University of London, London, United Kingdom"
2068758028,"University of Rome ""Tor Vergata"", Rome, Italy#TAB#"
2068758028,"University of Trento, Povo, Trento, Italy#TAB#"
2068769056,Texas A&M University
2068769056,University of New Hampshire
2068840577,"Institute of Oncology, Ljubljana, Slovenia#TAB#"
2068840577,"University of Ljubljana, Faculty of Computer and Information Science, Ljubljana, Slovenia#TAB#"
2068849433,"Department of CSC, Padmanava College of Engineering, Rourkela, Odisha, India"
2068849433,"Department of Electrical Engineering, Padmanava College of Engineering, Rourkela, Odisha, India"
2068863322,"Dept. of Comput. Sci., Massachusetts Univ., Boston, MA"
2068874077,University of Zurich
2068887094,"University of Illinois at Urbana-Champaign, Urbana, IL"
2068948485,"Information Sciences Institute, Marina del Rey, CA, USA"
2068948485,"Palo Alto Research Center, Palo Alto, CA, USA"
2068948573,"Istituto per la Ricerca Scientifica e Tecnologica, Povo (TN), ITALY#TAB#"
2068959263,"Imperial College London, Department of Computing, Department of Computing, Imperial College London, London, SW72AZ, United Kingdom"
2068965752,"Michigan State Univeristy, East Lansing, MI, USA"
2068965752,"Michigan State university, East Lansing, MI, USA"
2069073921,Complutense University of Madrid
2069178929,"Department of Computing, The Open University, UK#TAB#"
2069178929,"School of Computer Engineering, Nanyang Technological University, Singapore#TAB#"
2069178929,"School of Computer Science, Fudan University, Shanghai, China#TAB#"
2069186598,"Ben-Gurion University of the Negev, Be'er Sheva, 84105, Israel"
2069200481,"National Institute of Technology (NIT), Rourkela"
2069201990,"Center for Petroleum and Geosystems Engineering Research, University of Texas at Austin, 78712 Austin, USA"
2069201990,"Research Institute of Water and Environmental Engineering, Universitat Politècnica de València, 46022 Valencia, Spain"
2069221834,University of Tokyo
2069303594,"Department of Computer Science, Memorial University of Newfoundland, St. John's, Canada A1B3X5#TAB#"
2069303594,"Department of Electronics, University of York, York, UK YO10 5DD#TAB#"
2069313265,"Department of Computer Science, George Mason University, Fairfax, USA"
2069313265,"Department of Computer Science, Hong Kong Baptist University, Kowloon Tong, China"
2069360889,"Google, Mountain View, CA, USA"
2069360889,"Stanford University, Stanford, CA, USA"
2069365665,"Università degli Studi di Milano, Crema, Italy"
2069409996,"Dipartimento di Elettronica, Informazione e Bioinformatica, Politecnico di Milano, Milano, Italy"
2069412352,"Department of Computer Graphics and Multimedia, Faculty of Computer Science and Information Systems, Universiti Technologi Malaysia, Skudai Johor, Malaysia 81310#TAB#"
2069427896,"Department of Computer Science, University of Jaén, 23700 Jaén, Spain"
2069427896,"Faculty of Technology, De Montfort University, Leicester LE1 9BH, UK"
2069427896,"Health Information Research Unit, School of Medicine, Swansea University, Swansea SA2 8PP, UK"
2069455883,Hue University
2069455883,Ton Duc Thang University
2069458148,"Department of Immunology and Pathology, Washington University School of Medicine, St. Louis, USA"
2069458148,"Janelia Farm Research Campus, Howard Hughes Medical Institute, Ashburn, USA"
2069458148,"School of Computer Science & Engineering, The Hebrew University of Jerusalem, Jerusalem, Israel"
2069520832,"School of Engineering and Applied Science, Aston University, Birmingham, UK B4 7ET#TAB#"
2069520832,"School of Information Science, Computer and Electrical Engineering, Halmstad University, Halmstad, Sweden#TAB#"
2069532575,Sevastopol National University of Nuclear Energy and Industry
2069543694,"Sunflower Networking Group and K-State Epicenter, Electrical and Computer Engineering Department, Kansas State University, Manhattan, KS, USA"
2069557182,"Data Storage Institute, Spintronics, Media and Interface Division, DSI Building, 5 Engineering Drive 1, 117608, Singapore, Singapore#TAB#"
2069557182,"National University of Singapore, Department of Electrical and Computer Engineering, 4 Engineering Drive 3, 117576, Singapore, Singapore#TAB#"
2069592854,"Centro de Inteligencia Artificial, Universidad de Oviedo at Gijón, Campus de Viesques, E-33271 Gijón (Asturias), Spain"
2069604925,Academy of Sciences of the Czech Republic and Charles University in Prague#TAB#
2069604925,Academy of Sciences of the Czech Republic#TAB#
2069646506,"AFRL/IFTA, WPAFB, OH"
2069646506,"University of Alaska Anchorage, Anchorage, AK"
2069650601,"University of Texas at San Antonio, Department of Computer Science, One UTSA Circle, San Antonio, 78249, TX, United States"
2069661616,Edinburgh Napier University
2069661616,School of Mathematical & Computer Sciences
2069684104,"University of Illinois, Chicago, IL#TAB#"
2069684104,"Yahoo! Labs, Sunnyvale, CA#TAB#"
2069685178,"Institute of Electrical Engineering, Yanshan University, Qinhuangdao"
2069732565,"Department of Computer and Information Science Indiana University‐Purdue University Indianapolis 723 W. Michigan Street SL 280 Indianapolis, IN 46202–5132 Phone: 317–274–9727"
2069735839,"Carnegie Mellon University, Pittsburgh, Pennsylvania"
2069735839,"Georgia Institute of Technology, Atlanta, Georgia"
2069753635,Universiti Malaysia Sabah
2069753635,Universiti Putra Malaysia
2069835014,"University of Nottingham, Malaysia"
2069850539,"University of British Columbia, Vancouver, Canada#TAB#"
2069850539,"Yazd University, Yazd, Iran#TAB#"
2069868634,"University of Liverpool, Liverpool, UK"
2069875281,"Bioinformatics Center, Institute for Chemical Research, Kyoto University"
2069875281,"Department of Applied Mathematics and Physics, Graduate School of Informatics, Kyoto University"
2069911788,"Department of Computer Science, University of Essex, Wivenhoe Park, Colchester CO4 3SQ, UK#TAB#"
2069931267,"University of Edinburgh, Edinburgh, Scotland, United Kingdom#TAB#"
2069936883,"University of Southern California, Marina del Rey, CA#TAB#"
2069987130,"Department of Mechanical Science and Engineering, Tokyo Institute of Technology"
2069987130,"School of Mechanical Engineering and Automation, Beijing Institute of Technology"
2070012999,University of Salerno
2070050250,"King's College, London#TAB#"
2070050250,University of London#TAB#
2070064378,"Ambedkar Institute of Advanced Communication, Tech and Research"
2070064378,Bhagwan Parshuram Institute of Technology
2070064378,Indira Gandhi Delhi Technical University for Women
2070104195,"Istituto di Linguistica Computazionale “Antonio Zampolli” - CNR, Pisa, Italy"
2070104195,"Istituto di Scienze e Tecnologie della Cognizione - CNR, Rome, Italy"
2070133746,Duke University Medical Center
2070133746,Massachusetts General Hospital
2070205034,"Department of Automation, Tsinghua University, Beijing, China and Research Institute of Information Technology, Tsinghua University, Beijing, China#TAB#"
2070205034,"Department of Automation, Tsinghua University, Beijing, China#TAB#"
2070205034,"Research Institute of Information Technology, Tsinghua University, Beijing, China and Tsinghua National Lab for Information Science and Technology, Beijing, China#TAB#"
2070205034,"School of Informatics and Computing, Indiana University, IN#TAB#"
2070228192,"Cognitive Science Unit, Department of Behavioural Science, University of Helsinki, Helsinki, Finland 00014 and Center for Knowledge and Innovation Research, Aalto Business School, Aalto University ...#TAB#"
2070228192,"School of Computing and Information Engineering, University of Ulster, Coleraine, Northern Ireland#TAB#"
2070286485,"Laboratoire d'Informatique de Nantes Atlantique, University of Nantes, Nantes, France#TAB#"
2070286485,"University of Delaware, Newark, USA#TAB#"
2070286485,"University of Maryland Baltimore County, Baltimore, USA#TAB#"
2070312488,"Laboratory of Computational Intelligence, Institute of Mathematics and Computer Science, University of São Paulo, São Carlos, Brazil 13560-970#TAB#"
2070375326,"Google Inc., Zurich, Switzerland"
2070375326,"Universitat Hannover, Hannover, Germany"
2070377584,"Department of Mechanical Engineering, Babol University of Technology, Babol, Iran#TAB#"
2070381209,Japan Advanced Institute of Science and Technology
2070473734,"Academia Sinica, Taipei, Taiwan"
2070473734,"Academia Sinica, Taipei, Taiwan and National Taiwan University, Taipei, Taiwan"
2070477767,Grenoble Alps University
2070477767,"Laboratoire de Psychologie et NeuroCognition-CNRS, Universite´ Pierre-Mende`s-France, BSHM, BP 47, 38040 Grenoble, France"
2070477767,"Laboratoire d’Informatique de Grenoble-INRIA Rhoˆne-Alpes-CNRS, 655 av. de l’Europe, 38330 Montbonnot, France"
2070480229,"INRIA Rennes - Bretagne Atlantique, Campus universitaire de Beaulieu, 35042 Rennes Cedex, France#TAB#"
2070523965,"Google, Inc., Mountain View, California#TAB#"
2070523965,"University of Alberta, Edmonton, Alberta, Canada#TAB#"
2070526221,Microsoft Research Cambridge
2070526221,MPI for Biological Cybernetics
2070526221,Vienna University of Technology
2070561135,"Simon Fraser University, Burnaby, BC, Canada#TAB#"
2070573997,"University of California, San Diego#TAB#"
2070576997,"Department of Mathematics and Applications, University of Milano-Bicocca Via Cozzi 53, 20125 Milano, Italy"
2070588911,"Air Force Research Laboratory, Mesa, AZ#TAB#"
2070588911,"City College of New York, NY#TAB#"
2070599033,"Center for Marine Geotechnical Engineering, Shanghai Jiao Tong University, Shanghai 200240, China"
2070599033,"Division of Civil Engineering, University of Dundee, DD1 4HN, UK"
2070632019,University College London
2070645266,"Department of Computer Science, Stanford University, Stanford, CA, USA ("
2070645266,"Department of Empirical Inference, MPI for Intelligent Systems, Tübingen, Baden-Wurttemberg, Germany ("
2070645266,"Machine Learning Laboratory, ETH Zürich, Zürich, Switzerland ("
2070707809,"Department of Computer Science, University of Sheffield, Sheffield S1 4DP, UK#TAB#"
2070707809,"INRIA, Centre de Rennes - Bretagne Atlantique, 35042 Rennes Cedex, France#TAB#"
2070740689,"University of Massachusetts, Amherst, MA"
2070745108,"IBBT, Ghent University, Department of Information Technology (INTEC), Gaston Crommenlaan 8, 9050, Ghent, Belgium#TAB#"
2070753207,"Department of Computer Science, University of Illinois at Urbana-Champaign, Champaign, USA#TAB#"
2070753207,"Department of Computer Science, University of North Carolina at Chapel Hill, Chapel Hill, USA#TAB#"
2070753207,"Microsoft Research Silicon Valley, Mountain View, USA#TAB#"
2070762377,"Halmstad University, Intelligent Systems Laboratory, Box 823, 30118, Halmstad, Sweden and Kaunas University of Technology, Department of Electrical & Control Equipment, Studentu 50, 51368, Kaunas, ...#TAB#"
2070762377,"Kaunas University of Technology, Department of Electrical & Control Equipment, Studentu 50, 51368, Kaunas, Lithuania#TAB#"
2070786957,"University of Tokyo and University of Manchester and National Center for Text Mining, Bunkyo-ku, Tokyo, Japan#TAB#"
2070786957,University of Tokyo#TAB#
2070813962,"Department Neurology, MPI for Human Cognitive and Brain Sciences, Max Planck Society"
2070813962,"Wellcome Trust Centre for Neuroimaging, University College London, United Kingdom"
2070825586,Oita University
2070887543,"Brunel University, Department of Information Systems and Computing, UB8 3PH, Uxbridge, Middlesex, UK#TAB#"
2070887543,"FFCLRP, University of São Paulo (USP), Department of Physics and Mathematics, 14040-901, Ribeirão Preto, SP, Brazil#TAB#"
2070898118,Oregon State University
2070898118,UCSC/NASA Ames Research Center
2070899193,"Future University-Hakodate, 116-2 Kamedanakano, Hakodate 041-8655, Japan#TAB#"
2070899193,"Kanazawa University, Kakuma, Kanazawa 920-1192, Japan#TAB#"
2070917869,"University of Southampton, U.K."
2070923117,"University of Potsdam, Germany#TAB#"
2070923146,"Département d’Informatique, Université de Sherbrooke, Sherbrooke, Québec, Canada J1K 2R1"
2070923146,"ISIMA – Campus des Cézeaux, BP 10125, 63173 Aubiére Cedex, France"
2070936567,"Northwestern Institute on Complex Systems, Evanston, IL"
2070936567,"Northwestern University, Evanston, IL"
2070937106,"Hebrew University, Jerusalem, Israel"
2070978538,University of Surrey
2070982015,Al-Ahliyya Amman University
2070996757,"Yahoo! Research, Santa Clara, CA"
2071002214,"France Télécom R&D, Lannion Cedex, France#TAB#"
2071002214,"University of Avignon, Avignon Cedex, France#TAB#"
2071047974,"Currently at Harvey Mudd College, Claremont, CA"
2071047974,"MIT CSAIL, Cambridge, MA"
2071050489,"Canadian Action and Perception Network, York University, Toronto, ON, Canada"
2071050489,"Centre for Vision Research, York University, Toronto, ON, Canada"
2071085454,"University of Wisconsin-Madison, Madison, W.I.#TAB#"
2071098659,"Macquarie University, Sydney, Australia#TAB#"
2071156242,"University of Glasgow, Glasgow, Scotland"
2071156242,"University of Maryland, College park, MD"
2071156242,"University of Strathclyde, Glasgow, Scotland"
2071183398,"Babes-Bolyai University, Cluj-Napoca, Romania"
2071183398,"University of Fribourg, Fribourg, Switzerland"
2071196769,"Université Claude Bernard Lyon 1, Neurosciences Sensorielles Comportement Cognition, CNRS – UMR5020, Lyon, France"
2071203485,Institute for Infocomm Research and National University of Singapore#TAB#
2071203485,Institute for Infocomm Research#TAB#
2071203485,National University of Singapore#TAB#
2071228348,"Department of Business Administration , Camino Vera s/n CP: 46022, Universitat Politècnica Valencia, Spain"
2071228348,"State Key Laboratory of Hydrology-Water Resources and Hydraulic Engineering , Hohai University , Nanjing , 210098 , PR China ; Research Institute of Management Science, Business School , Hohai University , Nanjing , 211100 , PR China"
2071275569,Indian Institute of Technology Delhi
2071284901,"Oxford University Computing Laboratory, Oxford, UK#TAB#"
2071284901,"University of Sydney, Australia#TAB#"
2071290259,"State Key Laboratory of Machine Perception, Science Building 2, Peking University, No. 5 Yiheyuan Road, Haidian District, Beijing, China."
2071332427,University of Buenos Aires
2071332427,University of Sheffield
2071340589,"Institute of Information Science, Academia Sinica, 128 Academia Road, Section 2, Taipei, 115 Taiwan"
2071344383,"Division of Molecular Genome Analysis, German Cancer Research Center (DKFZ), Heidelberg, Germany"
2071344383,German Cancer Research Center (DKFZ)
2071344383,University of Göttingen
2071348697,University of Calabria
2071371093,"Emory University and Georgia Institute of Technology, Atlanta, United States"
2071408162,"Institut für Medizinische Psychologie und Verhaltensneurobiologie, Universität Tübingen, Tübingen, Germany"
2071408162,"SPECS - Laboratory of Synthetic Perceptive, Emotive and Cognitive Systems, Department of Technology, Center of Autonomous Systems and Neurorobotics, Universitat Pompeu Fabra, Barcelona, Spain"
2071408162,Universitat Pompeu Fabra
2071495524,"Digital Media and Systems Research Institute, University of Bradford, Bradford, UK and School of Computing, Informatics and Media (EIMC), University of Bradford, Bradford, UK BD7 1DP#TAB#"
2071495524,"Digital Media and Systems Research Institute, University of Bradford, Bradford, UK#TAB#"
2071495524,"School of Computer Science and Engineering, University of Electronic Science and Technology, Chengdu, China#TAB#"
2071536958,"Indian Institute of Technology Madras, Chennai, India"
2071599396,California Institute of Technology
2071599396,University of California at San Diego
2071711489,"Emory University, Department of Biology, Atlanta, GA, United States"
2071711489,"Georgia Gwinnett College, School of Science and Technology, Lawrenceville, GA, United States"
2071711489,"SUNY Downstate, Department of Physiology and Pharmacology, Brooklyn, NY, United States"
2071718179,"Language Computer Corporation, Richardson, TX#TAB#"
2071726816,"Institute of Medical Cybernetics and Artificial Intelligence, Center for Brain Research, Medical University of Vienna, Vienna, Austria#TAB#"
2071726816,"Swartz Center for Computational Neuroscience, Institute for Neural Computation, University of California San Diego, La Jolla, California, USA#TAB#"
2071730211,"IBM Research, New York, USA"
2071730211,"Sun Yat-Sen University, GuangZhou, China"
2071739606,* Corresponding author.
2071739606,"** IRIDIA, CoDE, Université Libre de Bruxelles (ULB), 50 Avenue F. Roosevelt, CP 194/6, 1050 Bruxelles, Belgium. E-mail: etuci@ulb.ac.be (E.T.); campatzi@ulb.ac.be (C.A.); mdorigo@ulb.ac.be (M.D.)"
2071739606,"¿ Robotics Laboratory, Mechanics Department, Politecnico di Milano, P.zza Leonardo da Vinci 32, 20133 Milan, Italy. E-mail: federico.vicentini@polimi.it"
2071772291,"The University of Chicago, Chicago, IL#TAB#"
2071773957,"Department of Computer Science, Duke University, Durham, USA#TAB#"
2071833049,"The University of Leicester, UK"
2071882725,"Disney Research, Pittsburgh, USA 15213#TAB#"
2071882725,"Intel Labs, Santa Clara, USA 95054#TAB#"
2071882725,"Max Planck Institute for Intelligent Systems, Tübingen, Germany 72076#TAB#"
2071882725,"Microsoft Research Silicon Valley, Mountain View, USA 94043#TAB#"
2071883812,"Divisão de Engenharia Eletrônica, Instituto Tecnológico de Aeronáutica, São José dos Campos, SP, 12228-900 Brazil"
2071883812,School of Systems Engineering the University of Reading
2071891243,"Department of Economics and Business, Universitat Pompeu Fabra, Spain"
2071915417,"Knowledge Engineering Group, Technische Universitat Darmstadt, Darmstadt, Germany#TAB#"
2071948161,"School of Mathematical Sciences, Monash University, Victoria 3800, Australia"
2071948161,"School of Mathematics, Cardiff University, Wales, United Kingdom"
2071991030,"Departamento de Sistemas Informáticos y Computación, Instituto Tecnológico de Informática, Universidad Politécnica de Valencia, Valencia, Spain 46071#TAB#"
2072011867,"Nanyang Technological University, Singapore"
2072023022,"Department of Information and Communication Technology, University of Agder, Grooseveien 36, NO-4876 Grimstad, Norway#TAB#"
2072023022,"University of Agder, Grimstad, Norway and School of Computer Science, Carleton University, Ottawa, Canada K1S 5B6#TAB#"
2072060141,"University of Bari, Italy"
2072073265,"Johns Hopkins University, Baltimore, MD#TAB#"
2072075309,"German Research Center for Artificial Intelligence (DFKI), Saarbrucken, Germany"
2072075309,"University of Glasgow, Glasgow, UK"
2072087027,National University of Defense Technology
2072088590,University of Nantes
2072098774,Università degli Studi di Palermo and Ed Istituto Nazionale di Ricerche Demopolis#TAB#
2072098774,Università degli Studi di Palermo#TAB#
2072123750,"Department of Informatics, Aristotle University of Thessaloniki, Box 451, 54124 Thessaloniki, Greece"
2072153691,"RML Technologies: Inc. and Chalmers University of Technology, Littleton, CO"
2072153691,"Science Applications International Corp and Chalmers University of Technology, Edgefield, SC, Uganda"
2072153691,"Science Applications International Corp, Harrisburg, PA"
2072171339,"Hong Kong University of Science and Technology, Hong Kong, Hong Kong"
2072171339,"Huazhong University of Science and Technology, Wuhan, China"
2072206518,"Cornell University, Ithaca, USA#TAB#"
2072206518,"Siemens Corporation, Corporate Technology, Princeton, USA#TAB#"
2072206518,"Virginia Tech, Blacksburg, USA#TAB#"
2072285257,"University of Technology Dresden, Endowed Chair of Highly-Parallel VLSI-Systems and Neural Microelectronics, Institute of Circuits and Systems, Dresden, Germany"
2072285922,"Graduate School of Information Science and Technology, Hokkaido University, Sapporo, Japan"
2072321993,"Faculty of Life and Medical Sciences, Doshisha University, Kyoto, Japan#TAB#"
2072321993,"Faculty of Science and Engineering, Doshisha University, Kyoto, Japan#TAB#"
2072321993,"Graduate School of Engineering, Doshisha University, Kyoto, Japan#TAB#"
2072321993,"Kanazawa Seiryo University Women's Junior College, Ishikawa, Japan#TAB#"
2072331165,"Center for Neural and Emergent Systems, Information and System Sciences Department, HRL Laboratories LLC, Malibu, CA, USA"
2072347948,"University of Liverpool, Liverpool, UK"
2072398345,"University of Pennsylvania, Philadelphia, PA, USA"
2072398345,"University of Waterloo, Waterloo, ON, Canada"
2072626153,"AtlanMod Team, INRIA RBA Center & EMN, Nantes, France"
2072626153,"K.U. Leuven, Heverlee, Belgium"
2072628044,University of Amsterdam#TAB#
2072707864,"Massachusetts Institute of Technology, Cambridge, MA, USA"
2072708938,"Department of Computer Science & Engineering, University of California, Riverside, USA#TAB#"
2072708938,"Massachusetts General Hospital, Brigham and Women's Hospital, Boston, USA#TAB#"
